"Date","Product","Category","Quantity","Price"
2021-10-26,"Headphones","Electronics",3,554
2021-10-27,"Headphones","Electronics",6,487
2021-10-28,"Headphones","Electronics",10,184
2021-10-29,"Headphones","Electronics",6,534
2021-10-30,"Headphones","Electronics",9,331
2021-10-31,"Headphones","Electronics",10,760
2021-11-01,"Headphones","Electronics",10,241
2021-11-02,"Headphones","Electronics",3,396
2021-11-03,"Headphones","Electronics",3,373
2021-11-04,"Headphones","Electronics",6,810
2021-11-05,"Headphones","Electronics",8,339
2021-11-06,"Headphones","Electronics",1,923
2021-11-07,"Headphones","Electronics",4,456
2021-11-08,"Headphones","Electronics",1,394
2021-11-09,"Headphones","Electronics",2,278
2021-11-10,"Headphones","Electronics",7,699
2021-11-11,"Headphones","Electronics",4,257
2021-11-12,"Headphones","Electronics",5,173
2021-11-13,"Headphones","Electronics",7,292
2021-11-14,"Headphones","Electronics",5,101
2021-11-15,"Headphones","Electronics",4,903
2021-11-16,"Headphones","Electronics",1,196
2021-11-17,"Headphones","Electronics",4,530
2021-11-18,"Headphones","Electronics",7,93
2021-11-19,"Headphones","Electronics",4,906
2021-11-20,"Headphones","Electronics",2,870
2021-11-21,"Headphones","Electronics",8,631
2021-11-22,"Headphones","Electronics",2,188
2021-11-23,"Headphones","Electronics",9,125
2021-11-24,"Headphones","Electronics",5,394
2021-11-25,"Headphones","Electronics",3,862
2021-11-26,"Headphones","Electronics",2,610
2021-11-27,"Headphones","Electronics",2,605
2021-11-28,"Headphones","Electronics",10,631
2021-11-29,"Headphones","Electronics",5,252
2021-11-30,"Headphones","Electronics",10,240
2021-12-01,"Headphones","Electronics",8,312
2021-12-02,"Headphones","Electronics",1,509
2021-12-03,"Headphones","Electronics",3,513
2021-12-04,"Headphones","Electronics",8,153
2021-12-05,"Headphones","Electronics",9,252
2021-12-06,"Headphones","Electronics",5,53
2021-12-07,"Headphones","Electronics",9,476
2021-12-08,"Headphones","Electronics",6,444
2021-12-09,"Headphones","Electronics",4,168
2021-12-10,"Headphones","Electronics",10,972
2021-12-11,"Headphones","Electronics",7,147
2021-12-12,"Headphones","Electronics",4,833
2021-12-13,"Headphones","Electronics",2,311
2021-12-14,"Headphones","Electronics",9,438
2021-12-15,"Headphones","Electronics",9,432
2021-12-16,"Headphones","Electronics",5,574
2021-12-17,"Headphones","Electronics",2,173
2021-12-18,"Headphones","Electronics",6,153
2021-12-19,"Headphones","Electronics",3,568
2021-12-20,"Headphones","Electronics",9,100
2021-12-21,"Headphones","Electronics",1,286
2021-12-22,"Headphones","Electronics",6,348
2021-12-23,"Headphones","Electronics",1,290
2021-12-24,"Headphones","Electronics",9,769
2021-12-25,"Headphones","Electronics",10,201
2021-12-26,"Headphones","Electronics",4,214
2021-12-27,"Headphones","Electronics",7,310
2021-12-28,"Headphones","Electronics",5,363
2021-12-29,"Headphones","Electronics",5,443
2021-12-30,"Headphones","Electronics",7,561
2021-12-31,"Headphones","Electronics",2,582
2021-01-01,"Smartwatch","Electronics",4,277
2021-01-02,"Smartwatch","Electronics",10,154
2021-01-03,"Smartwatch","Electronics",1,488
2021-01-04,"Smartwatch","Electronics",2,291
2021-01-05,"Smartwatch","Electronics",1,428
2021-01-06,"Smartwatch","Electronics",7,52
2021-01-07,"Smartwatch","Electronics",3,332
2021-01-08,"Smartwatch","Electronics",8,983
2021-01-09,"Smartwatch","Electronics",10,429
2021-01-10,"Smartwatch","Electronics",9,575
2021-01-11,"Smartwatch","Electronics",6,303
2021-01-12,"Smartwatch","Electronics",4,75
2021-01-13,"Smartwatch","Electronics",2,426
2021-01-14,"Smartwatch","Electronics",7,980
2021-01-15,"Smartwatch","Electronics",7,338
2021-01-16,"Smartwatch","Electronics",2,311
2021-01-17,"Smartwatch","Electronics",3,555
2021-01-18,"Smartwatch","Electronics",3,778
2021-01-19,"Smartwatch","Electronics",7,406
2021-01-20,"Smartwatch","Electronics",6,141
2021-01-21,"Smartwatch","Electronics",9,141
2021-01-22,"Smartwatch","Electronics",2,541
2021-01-23,"Smartwatch","Electronics",5,199
2021-01-24,"Smartwatch","Electronics",6,938
2021-01-25,"Smartwatch","Electronics",9,321
2021-01-26,"Smartwatch","Electronics",10,261
2021-01-27,"Smartwatch","Electronics",7,650
2021-01-28,"Smartwatch","Electronics",8,357
2021-01-29,"Smartwatch","Electronics",1,841
2021-01-30,"Smartwatch","Electronics",1,282
2021-01-31,"Smartwatch","Electronics",9,580
2021-02-01,"Smartwatch","Electronics",6,464
2021-02-02,"Smartwatch","Electronics",5,651
2021-02-03,"Smartwatch","Electronics",5,394
2021-02-04,"Smartwatch","Electronics",7,670
2021-02-05,"Smartwatch","Electronics",5,320
2021-02-06,"Smartwatch","Electronics",10,503
2021-02-07,"Smartwatch","Electronics",10,219
2021-02-08,"Smartwatch","Electronics",10,572
2021-02-09,"Smartwatch","Electronics",5,485
2021-02-10,"Smartwatch","Electronics",9,309
2021-02-11,"Smartwatch","Electronics",9,157
2021-02-12,"Smartwatch","Electronics",3,625
2021-02-13,"Smartwatch","Electronics",2,956
2021-02-14,"Smartwatch","Electronics",4,688
2021-02-15,"Smartwatch","Electronics",7,844
2021-02-16,"Smartwatch","Electronics",8,66
2021-02-17,"Smartwatch","Electronics",3,340
2021-02-18,"Smartwatch","Electronics",1,506
2021-02-19,"Smartwatch","Electronics",9,618
2021-02-20,"Smartwatch","Electronics",5,779
2021-02-21,"Smartwatch","Electronics",1,736
2021-02-22,"Smartwatch","Electronics",3,905
2021-02-23,"Smartwatch","Electronics",2,191
2021-02-24,"Smartwatch","Electronics",4,281
2021-02-25,"Smartwatch","Electronics",8,749
2021-02-26,"Smartwatch","Electronics",7,257
2021-02-27,"Smartwatch","Electronics",3,796
2021-02-28,"Smartwatch","Electronics",9,195
2021-03-01,"Smartwatch","Electronics",10,924
2021-03-02,"Smartwatch","Electronics",2,290
2021-03-03,"Smartwatch","Electronics",7,124
2021-03-04,"Smartwatch","Electronics",5,116
2021-03-05,"Smartwatch","Electronics",7,465
2021-03-06,"Smartwatch","Electronics",10,871
2021-03-07,"Smartwatch","Electronics",6,747
2021-03-08,"Smartwatch","Electronics",6,621
2021-03-09,"Smartwatch","Electronics",3,898
2021-03-10,"Smartwatch","Electronics",9,317
2021-03-11,"Smartwatch","Electronics",1,524
2021-03-12,"Smartwatch","Electronics",1,345
2021-03-13,"Smartwatch","Electronics",4,865
2021-03-14,"Smartwatch","Electronics",8,96
2021-03-15,"Smartwatch","Electronics",9,510
2021-03-16,"Smartwatch","Electronics",7,181
2021-03-17,"Smartwatch","Electronics",5,737
2021-03-18,"Smartwatch","Electronics",7,891
2021-03-19,"Smartwatch","Electronics",9,369
2021-03-20,"Smartwatch","Electronics",2,500
2021-03-21,"Smartwatch","Electronics",9,909
2021-03-22,"Smartwatch","Electronics",3,580
2021-03-23,"Smartwatch","Electronics",1,984
2021-03-24,"Smartwatch","Electronics",10,978
2021-03-25,"Smartwatch","Electronics",6,904
2021-03-26,"Smartwatch","Electronics",9,483
2021-03-27,"Smartwatch","Electronics",9,507
2021-03-28,"Smartwatch","Electronics",4,667
2021-03-29,"Smartwatch","Electronics",9,260
2021-03-30,"Smartwatch","Electronics",7,445
2021-03-31,"Smartwatch","Electronics",3,348
2021-04-01,"Smartwatch","Electronics",5,733
2021-04-02,"Smartwatch","Electronics",7,58
2021-04-03,"Smartwatch","Electronics",4,827
2021-04-04,"Smartwatch","Electronics",4,122
2021-04-05,"Smartwatch","Electronics",9,772
2021-04-06,"Smartwatch","Electronics",4,393
2021-04-07,"Smartwatch","Electronics",4,592
2021-04-08,"Smartwatch","Electronics",7,53
2021-04-09,"Smartwatch","Electronics",10,318
2021-04-10,"Smartwatch","Electronics",8,192
2021-04-11,"Smartwatch","Electronics",5,323
2021-04-12,"Smartwatch","Electronics",5,636
2021-04-13,"Smartwatch","Electronics",2,462
2021-04-14,"Smartwatch","Electronics",10,695
2021-04-15,"Smartwatch","Electronics",10,203
2021-04-16,"Smartwatch","Electronics",5,347
2021-04-17,"Smartwatch","Electronics",7,265
2021-04-18,"Smartwatch","Electronics",4,109
2021-04-19,"Smartwatch","Electronics",9,762
2021-04-20,"Smartwatch","Electronics",8,404
2021-04-21,"Smartwatch","Electronics",5,976
2021-04-22,"Smartwatch","Electronics",6,984
2021-04-23,"Smartwatch","Electronics",2,529
2021-04-24,"Smartwatch","Electronics",1,778
2021-04-25,"Smartwatch","Electronics",4,763
2021-04-26,"Smartwatch","Electronics",2,278
2021-04-27,"Smartwatch","Electronics",5,327
2021-04-28,"Smartwatch","Electronics",10,574
2021-04-29,"Smartwatch","Electronics",6,851
2021-04-30,"Smartwatch","Electronics",6,496
2021-05-01,"Smartwatch","Electronics",10,364
2021-05-02,"Smartwatch","Electronics",3,977
2021-05-03,"Smartwatch","Electronics",1,96
2021-05-04,"Smartwatch","Electronics",9,442
2021-05-05,"Smartwatch","Electronics",4,140
2021-05-06,"Smartwatch","Electronics",5,298
2021-05-07,"Smartwatch","Electronics",5,566
2021-05-08,"Smartwatch","Electronics",6,954
2021-05-09,"Smartwatch","Electronics",5,494
2021-05-10,"Smartwatch","Electronics",8,454
2021-05-11,"Smartwatch","Electronics",10,142
2021-05-12,"Smartwatch","Electronics",5,500
2021-05-13,"Smartwatch","Electronics",9,609
2021-05-14,"Smartwatch","Electronics",10,719
2021-05-15,"Smartwatch","Electronics",10,623
2021-05-16,"Smartwatch","Electronics",8,255
2021-05-17,"Smartwatch","Electronics",1,580
2021-05-18,"Smartwatch","Electronics",2,467
2021-05-19,"Smartwatch","Electronics",10,66
2021-05-20,"Smartwatch","Electronics",9,758
2021-05-21,"Smartwatch","Electronics",8,142
2021-05-22,"Smartwatch","Electronics",7,348
2021-05-23,"Smartwatch","Electronics",8,809
2021-05-24,"Smartwatch","Electronics",7,347
2021-05-25,"Smartwatch","Electronics",10,292
2021-05-26,"Smartwatch","Electronics",1,195
2021-05-27,"Smartwatch","Electronics",9,288
2021-05-28,"Smartwatch","Electronics",3,121
2021-05-29,"Smartwatch","Electronics",10,275
2021-05-30,"Smartwatch","Electronics",8,902
2021-05-31,"Smartwatch","Electronics",1,221
2021-06-01,"Smartwatch","Electronics",8,913
2021-06-02,"Smartwatch","Electronics",10,819
2021-06-03,"Smartwatch","Electronics",4,343
2021-06-04,"Smartwatch","Electronics",10,971
2021-06-05,"Smartwatch","Electronics",9,228
2021-06-06,"Smartwatch","Electronics",3,201
2021-06-07,"Smartwatch","Electronics",8,786
2021-06-08,"Smartwatch","Electronics",8,868
2021-06-09,"Smartwatch","Electronics",2,281
2021-06-10,"Smartwatch","Electronics",9,698
2021-06-11,"Smartwatch","Electronics",3,836
2021-06-12,"Smartwatch","Electronics",4,708
2021-06-13,"Smartwatch","Electronics",5,628
2021-06-14,"Smartwatch","Electronics",4,600
2021-06-15,"Smartwatch","Electronics",10,793
2021-06-16,"Smartwatch","Electronics",5,801
2021-06-17,"Smartwatch","Electronics",4,919
2021-06-18,"Smartwatch","Electronics",5,537
2021-06-19,"Smartwatch","Electronics",6,849
2021-06-20,"Smartwatch","Electronics",2,504
2021-06-21,"Smartwatch","Electronics",1,409
2021-06-22,"Smartwatch","Electronics",6,775
2021-06-23,"Smartwatch","Electronics",1,812
2021-06-24,"Smartwatch","Electronics",7,327
2021-06-25,"Smartwatch","Electronics",10,106
2021-06-26,"Smartwatch","Electronics",8,856
2021-06-27,"Smartwatch","Electronics",5,475
2021-06-28,"Smartwatch","Electronics",8,100
2021-06-29,"Smartwatch","Electronics",7,824
2021-06-30,"Smartwatch","Electronics",1,674
2021-07-01,"Smartwatch","Electronics",7,254
2021-07-02,"Smartwatch","Electronics",8,610
2021-07-03,"Smartwatch","Electronics",5,98
2021-07-04,"Smartwatch","Electronics",8,435
2021-07-05,"Smartwatch","Electronics",1,552
2021-07-06,"Smartwatch","Electronics",1,340
2021-07-07,"Smartwatch","Electronics",4,626
2021-07-08,"Smartwatch","Electronics",2,422
2021-07-09,"Smartwatch","Electronics",7,360
2021-07-10,"Smartwatch","Electronics",5,275
2021-07-11,"Smartwatch","Electronics",7,478
2021-07-12,"Smartwatch","Electronics",7,71
2021-07-13,"Smartwatch","Electronics",9,398
2021-07-14,"Smartwatch","Electronics",6,294
2021-07-15,"Smartwatch","Electronics",3,186
2021-07-16,"Smartwatch","Electronics",7,943
2021-07-17,"Smartwatch","Electronics",9,527
2021-07-18,"Smartwatch","Electronics",4,347
2021-07-19,"Smartwatch","Electronics",1,112
2021-07-20,"Smartwatch","Electronics",2,352
2021-07-21,"Smartwatch","Electronics",9,501
2021-07-22,"Smartwatch","Electronics",5,924
2021-07-23,"Smartwatch","Electronics",8,225
2021-07-24,"Smartwatch","Electronics",4,775
2021-07-25,"Smartwatch","Electronics",10,561
2021-07-26,"Smartwatch","Electronics",2,397
2021-07-27,"Smartwatch","Electronics",1,213
2021-07-28,"Smartwatch","Electronics",1,694
2021-07-29,"Smartwatch","Electronics",1,277
2021-07-30,"Smartwatch","Electronics",9,307
2021-07-31,"Smartwatch","Electronics",3,206
2021-08-01,"Smartwatch","Electronics",10,925
2021-08-02,"Smartwatch","Electronics",1,529
2021-08-03,"Smartwatch","Electronics",2,525
2021-08-04,"Smartwatch","Electronics",3,128
2021-08-05,"Smartwatch","Electronics",9,127
2021-08-06,"Smartwatch","Electronics",4,474
2021-08-07,"Smartwatch","Electronics",4,672
2021-08-08,"Smartwatch","Electronics",3,930
2021-08-09,"Smartwatch","Electronics",9,557
2021-08-10,"Smartwatch","Electronics",2,439
2021-08-11,"Smartwatch","Electronics",6,268
2021-08-12,"Smartwatch","Electronics",2,857
2021-08-13,"Smartwatch","Electronics",6,349
2021-08-14,"Smartwatch","Electronics",3,597
2021-08-15,"Smartwatch","Electronics",6,580
2021-08-16,"Smartwatch","Electronics",6,935
2021-08-17,"Smartwatch","Electronics",8,514
2021-08-18,"Smartwatch","Electronics",7,624
2021-08-19,"Smartwatch","Electronics",4,975
2021-08-20,"Smartwatch","Electronics",3,474
2021-08-21,"Smartwatch","Electronics",3,763
2021-08-22,"Smartwatch","Electronics",7,274
2021-08-23,"Smartwatch","Electronics",5,390
2021-08-24,"Smartwatch","Electronics",2,767
2021-08-25,"Smartwatch","Electronics",5,183
2021-08-26,"Smartwatch","Electronics",8,479
2021-08-27,"Smartwatch","Electronics",2,673
2021-08-28,"Smartwatch","Electronics",4,351
2021-08-29,"Smartwatch","Electronics",7,132
2021-08-30,"Smartwatch","Electronics",10,831
2021-08-31,"Smartwatch","Electronics",4,929
2021-09-01,"Smartwatch","Electronics",5,363
2021-09-02,"Smartwatch","Electronics",10,718
2021-09-03,"Smartwatch","Electronics",6,219
2021-09-04,"Smartwatch","Electronics",7,778
2021-09-05,"Smartwatch","Electronics",5,811
2021-09-06,"Smartwatch","Electronics",6,195
2021-09-07,"Smartwatch","Electronics",5,846
2021-09-08,"Smartwatch","Electronics",9,438
2021-09-09,"Smartwatch","Electronics",8,615
2021-09-10,"Smartwatch","Electronics",10,963
2021-09-11,"Smartwatch","Electronics",8,931
2021-09-12,"Smartwatch","Electronics",8,800
2021-09-13,"Smartwatch","Electronics",1,951
2021-09-14,"Smartwatch","Electronics",7,957
2021-09-15,"Smartwatch","Electronics",2,174
2021-09-16,"Smartwatch","Electronics",4,825
2021-09-17,"Smartwatch","Electronics",7,671
2021-09-18,"Smartwatch","Electronics",3,246
2021-09-19,"Smartwatch","Electronics",6,408
2021-09-20,"Smartwatch","Electronics",4,768
2021-09-21,"Smartwatch","Electronics",6,432
2021-09-22,"Smartwatch","Electronics",5,772
2021-09-23,"Smartwatch","Electronics",7,849
2021-09-24,"Smartwatch","Electronics",4,973
2021-09-25,"Smartwatch","Electronics",7,756
2021-09-26,"Smartwatch","Electronics",2,664
2021-09-27,"Smartwatch","Electronics",9,748
2021-09-28,"Smartwatch","Electronics",2,539
2021-09-29,"Smartwatch","Electronics",10,833
2021-09-30,"Smartwatch","Electronics",4,442
2021-10-01,"Smartwatch","Electronics",10,928
2021-10-02,"Smartwatch","Electronics",7,553
2021-10-03,"Smartwatch","Electronics",7,525
2021-10-04,"Smartwatch","Electronics",4,296
2021-10-05,"Smartwatch","Electronics",5,939
2021-10-06,"Smartwatch","Electronics",5,384
2021-10-07,"Smartwatch","Electronics",4,785
2021-10-08,"Smartwatch","Electronics",9,178
2021-10-09,"Smartwatch","Electronics",4,135
2021-10-10,"Smartwatch","Electronics",1,116
2021-10-11,"Smartwatch","Electronics",10,284
2021-10-12,"Smartwatch","Electronics",5,160
2021-10-13,"Smartwatch","Electronics",3,260
2021-10-14,"Smartwatch","Electronics",10,810
2021-10-15,"Smartwatch","Electronics",9,867
2021-10-16,"Smartwatch","Electronics",10,558
2021-10-17,"Smartwatch","Electronics",5,267
2021-10-18,"Smartwatch","Electronics",4,667
2021-10-19,"Smartwatch","Electronics",9,825
2021-10-20,"Smartwatch","Electronics",4,674
2021-10-21,"Smartwatch","Electronics",3,123
2021-10-22,"Smartwatch","Electronics",8,510
2021-10-23,"Smartwatch","Electronics",1,648
2021-10-24,"Smartwatch","Electronics",9,654
2021-10-25,"Smartwatch","Electronics",4,254
2021-10-26,"Smartwatch","Electronics",5,169
2021-10-27,"Smartwatch","Electronics",3,830
2021-10-28,"Smartwatch","Electronics",4,235
2021-10-29,"Smartwatch","Electronics",2,733
2021-10-30,"Smartwatch","Electronics",7,486
2021-10-31,"Smartwatch","Electronics",3,258
2021-11-01,"Smartwatch","Electronics",9,934
2021-11-02,"Smartwatch","Electronics",4,218
2021-11-03,"Smartwatch","Electronics",2,592
2021-11-04,"Smartwatch","Electronics",1,611
2021-11-05,"Smartwatch","Electronics",7,318
2021-11-06,"Smartwatch","Electronics",5,557
2021-11-07,"Smartwatch","Electronics",3,115
2021-11-08,"Smartwatch","Electronics",2,806
2021-11-09,"Smartwatch","Electronics",3,85
2021-11-10,"Smartwatch","Electronics",9,611
2021-11-11,"Smartwatch","Electronics",4,388
2021-11-12,"Smartwatch","Electronics",4,476
2021-11-13,"Smartwatch","Electronics",10,506
2021-11-14,"Smartwatch","Electronics",1,954
2021-11-15,"Smartwatch","Electronics",8,316
2021-11-16,"Smartwatch","Electronics",1,981
2021-11-17,"Smartwatch","Electronics",10,877
2021-11-18,"Smartwatch","Electronics",7,111
2021-11-19,"Smartwatch","Electronics",4,712
2021-11-20,"Smartwatch","Electronics",3,162
2021-11-21,"Smartwatch","Electronics",10,250
2021-11-22,"Smartwatch","Electronics",9,700
2021-11-23,"Smartwatch","Electronics",6,524
2021-11-24,"Smartwatch","Electronics",2,639
2021-11-25,"Smartwatch","Electronics",9,853
2021-11-26,"Smartwatch","Electronics",4,345
2021-11-27,"Smartwatch","Electronics",8,404
2021-11-28,"Smartwatch","Electronics",1,585
2021-11-29,"Smartwatch","Electronics",7,977
2021-11-30,"Smartwatch","Electronics",7,257
2021-12-01,"Smartwatch","Electronics",7,326
2021-12-02,"Smartwatch","Electronics",9,787
2021-12-03,"Smartwatch","Electronics",2,335
2021-12-04,"Smartwatch","Electronics",6,306
2021-12-05,"Smartwatch","Electronics",2,608
2021-12-06,"Smartwatch","Electronics",5,683
2021-12-07,"Smartwatch","Electronics",9,242
2021-12-08,"Smartwatch","Electronics",4,729
2021-12-09,"Smartwatch","Electronics",6,717
2021-12-10,"Smartwatch","Electronics",1,685
2021-12-11,"Smartwatch","Electronics",10,300
2021-12-12,"Smartwatch","Electronics",7,651
2021-12-13,"Smartwatch","Electronics",9,400
2021-12-14,"Smartwatch","Electronics",8,466
2021-12-15,"Smartwatch","Electronics",6,650
2021-12-16,"Smartwatch","Electronics",6,222
2021-12-17,"Smartwatch","Electronics",2,349
2021-12-18,"Smartwatch","Electronics",1,444
2021-12-19,"Smartwatch","Electronics",8,58
2021-12-20,"Smartwatch","Electronics",1,326
2021-12-21,"Smartwatch","Electronics",2,609
2021-12-22,"Smartwatch","Electronics",10,222
2021-12-23,"Smartwatch","Electronics",1,825
2021-12-24,"Smartwatch","Electronics",1,437
2021-12-25,"Smartwatch","Electronics",1,351
2021-12-26,"Smartwatch","Electronics",4,95
2021-12-27,"Smartwatch","Electronics",6,243
2021-12-28,"Smartwatch","Electronics",3,593
2021-12-29,"Smartwatch","Electronics",5,411
2021-12-30,"Smartwatch","Electronics",2,877
2021-12-31,"Smartwatch","Electronics",2,67
2021-01-01,"Laptop","Gadgets",8,789
2021-01-02,"Laptop","Gadgets",1,195
2021-01-03,"Laptop","Gadgets",9,268
2021-01-04,"Laptop","Gadgets",4,504
2021-01-05,"Laptop","Gadgets",6,52
2021-01-06,"Laptop","Gadgets",9,191
2021-01-07,"Laptop","Gadgets",10,780
2021-01-08,"Laptop","Gadgets",2,207
2021-01-09,"Laptop","Gadgets",8,934
2021-01-10,"Laptop","Gadgets",8,963
2021-01-11,"Laptop","Gadgets",1,899
2021-01-12,"Laptop","Gadgets",5,637
2021-01-13,"Laptop","Gadgets",8,402
2021-01-14,"Laptop","Gadgets",4,418
2021-01-15,"Laptop","Gadgets",3,142
2021-01-16,"Laptop","Gadgets",4,890
2021-01-17,"Laptop","Gadgets",1,347
2021-01-18,"Laptop","Gadgets",7,617
2021-01-19,"Laptop","Gadgets",5,373
2021-01-20,"Laptop","Gadgets",3,639
2021-01-21,"Laptop","Gadgets",5,100
2021-01-22,"Laptop","Gadgets",5,214
2021-01-23,"Laptop","Gadgets",10,745
2021-01-24,"Laptop","Gadgets",9,495
2021-01-25,"Laptop","Gadgets",4,796
2021-01-26,"Laptop","Gadgets",4,489
2021-01-27,"Laptop","Gadgets",9,287
2021-01-28,"Laptop","Gadgets",8,507
2021-01-29,"Laptop","Gadgets",10,632
2021-01-30,"Laptop","Gadgets",5,187
2021-01-31,"Laptop","Gadgets",9,118
2021-02-01,"Laptop","Gadgets",5,955
2021-02-02,"Laptop","Gadgets",2,219
2021-02-03,"Laptop","Gadgets",3,920
2021-02-04,"Laptop","Gadgets",7,862
2021-02-05,"Laptop","Gadgets",9,168
2021-02-06,"Laptop","Gadgets",4,540
2021-02-07,"Laptop","Gadgets",6,192
2021-02-08,"Laptop","Gadgets",5,374
2021-02-09,"Laptop","Gadgets",8,885
2021-02-10,"Laptop","Gadgets",9,468
2021-02-11,"Laptop","Gadgets",6,821
2021-02-12,"Laptop","Gadgets",1,958
2021-02-13,"Laptop","Gadgets",10,207
2021-02-14,"Laptop","Gadgets",3,983
2021-02-15,"Laptop","Gadgets",6,690
2021-02-16,"Laptop","Gadgets",2,964
2021-02-17,"Laptop","Gadgets",6,965
2021-02-18,"Laptop","Gadgets",3,560
2021-02-19,"Laptop","Gadgets",10,906
2021-02-20,"Laptop","Gadgets",1,813
2021-02-21,"Laptop","Gadgets",10,219
2021-02-22,"Laptop","Gadgets",2,395
2021-02-23,"Laptop","Gadgets",7,583
2021-02-24,"Laptop","Gadgets",8,598
2021-02-25,"Laptop","Gadgets",10,722
2021-02-26,"Laptop","Gadgets",10,693
2021-02-27,"Laptop","Gadgets",3,888
2021-02-28,"Laptop","Gadgets",9,801
2021-03-01,"Laptop","Gadgets",5,381
2021-03-02,"Laptop","Gadgets",4,696
2021-03-03,"Laptop","Gadgets",3,415
2021-03-04,"Laptop","Gadgets",9,677
2021-03-05,"Laptop","Gadgets",2,315
2021-03-06,"Laptop","Gadgets",5,969
2021-03-07,"Laptop","Gadgets",3,443
2021-03-08,"Laptop","Gadgets",6,645
2021-03-09,"Laptop","Gadgets",3,494
2021-03-10,"Laptop","Gadgets",9,328
2021-03-11,"Laptop","Gadgets",1,691
2021-03-12,"Laptop","Gadgets",7,305
2021-03-13,"Laptop","Gadgets",7,407
2021-03-14,"Laptop","Gadgets",4,636
2021-03-15,"Laptop","Gadgets",2,280
2021-03-16,"Laptop","Gadgets",5,853
2021-03-17,"Laptop","Gadgets",6,183
2021-03-18,"Laptop","Gadgets",5,219
2021-03-19,"Laptop","Gadgets",6,707
2021-03-20,"Laptop","Gadgets",2,830
2021-03-21,"Laptop","Gadgets",10,70
2021-03-22,"Laptop","Gadgets",7,365
2021-03-23,"Laptop","Gadgets",6,92
2021-03-24,"Laptop","Gadgets",10,122
2021-03-25,"Laptop","Gadgets",6,348
2021-03-26,"Laptop","Gadgets",4,103
2021-03-27,"Laptop","Gadgets",9,460
2021-03-28,"Laptop","Gadgets",5,940
2021-03-29,"Laptop","Gadgets",1,127
2021-03-30,"Laptop","Gadgets",4,890
2021-03-31,"Laptop","Gadgets",8,416
2021-04-01,"Laptop","Gadgets",3,65
2021-04-02,"Laptop","Gadgets",9,981
2021-04-03,"Laptop","Gadgets",10,240
2021-04-04,"Laptop","Gadgets",4,140
2021-04-05,"Laptop","Gadgets",7,952
2021-04-06,"Laptop","Gadgets",10,339
2021-04-07,"Laptop","Gadgets",9,811
2021-04-08,"Laptop","Gadgets",7,352
2021-04-09,"Laptop","Gadgets",5,950
2021-04-10,"Laptop","Gadgets",9,622
2021-04-11,"Laptop","Gadgets",3,170
2021-04-12,"Laptop","Gadgets",2,347
2021-04-13,"Laptop","Gadgets",1,487
2021-04-14,"Laptop","Gadgets",5,73
2021-04-15,"Laptop","Gadgets",6,67
2021-04-16,"Laptop","Gadgets",3,783
2021-04-17,"Laptop","Gadgets",3,695
2021-04-18,"Laptop","Gadgets",10,390
2021-04-19,"Laptop","Gadgets",9,113
2021-04-20,"Laptop","Gadgets",9,370
2021-04-21,"Laptop","Gadgets",5,983
2021-04-22,"Laptop","Gadgets",3,567
2021-04-23,"Laptop","Gadgets",8,948
2021-04-24,"Laptop","Gadgets",7,729
2021-04-25,"Laptop","Gadgets",7,759
2021-04-26,"Laptop","Gadgets",1,415
2021-04-27,"Laptop","Gadgets",3,869
2021-04-28,"Laptop","Gadgets",2,418
2021-04-29,"Laptop","Gadgets",10,984
2021-04-30,"Laptop","Gadgets",9,584
2021-05-01,"Laptop","Gadgets",9,573
2021-05-02,"Laptop","Gadgets",5,820
2021-05-03,"Laptop","Gadgets",1,540
2021-05-04,"Laptop","Gadgets",1,639
2021-05-05,"Laptop","Gadgets",2,132
2021-05-06,"Laptop","Gadgets",7,686
2021-05-07,"Laptop","Gadgets",5,875
2021-05-08,"Laptop","Gadgets",8,545
2021-05-09,"Laptop","Gadgets",8,844
2021-05-10,"Laptop","Gadgets",9,456
2021-05-11,"Laptop","Gadgets",4,782
2021-05-12,"Laptop","Gadgets",7,965
2021-05-13,"Laptop","Gadgets",10,499
2021-05-14,"Laptop","Gadgets",1,859
2021-05-15,"Laptop","Gadgets",10,606
2021-05-16,"Laptop","Gadgets",4,349
2021-05-17,"Laptop","Gadgets",3,472
2021-05-18,"Laptop","Gadgets",1,410
2021-05-19,"Laptop","Gadgets",6,398
2021-05-20,"Laptop","Gadgets",10,265
2021-05-21,"Laptop","Gadgets",5,593
2021-05-22,"Laptop","Gadgets",8,759
2021-05-23,"Laptop","Gadgets",9,822
2021-05-24,"Laptop","Gadgets",2,693
2021-05-25,"Laptop","Gadgets",5,833
2021-05-26,"Laptop","Gadgets",4,218
2021-05-27,"Laptop","Gadgets",2,196
2021-05-28,"Laptop","Gadgets",1,117
2021-05-29,"Laptop","Gadgets",4,868
2021-05-30,"Laptop","Gadgets",7,427
2021-05-31,"Laptop","Gadgets",1,581
2021-06-01,"Laptop","Gadgets",5,802
2021-06-02,"Laptop","Gadgets",8,519
2021-06-03,"Laptop","Gadgets",8,826
2021-06-04,"Laptop","Gadgets",4,734
2021-06-05,"Laptop","Gadgets",10,632
2021-06-06,"Laptop","Gadgets",1,597
2021-06-07,"Laptop","Gadgets",1,552
2021-06-08,"Laptop","Gadgets",8,184
2021-06-09,"Laptop","Gadgets",7,443
2021-06-10,"Laptop","Gadgets",10,782
2021-06-11,"Laptop","Gadgets",3,489
